,count,hope_speech,non-hope_speech,neither,class,tweet
2566,3,0,3,0,1,@Smerg theDargon i agree tbh
2567,3,0,3,0,1,We Americans are those miderable
2568,3,0,3,0,1,I am personally an atheist
2570,3,2,1,0,0,IM 6 HOURS LATE AHHHHHHH
2571,3,0,3,0,1,Why so serious ? Sherriff
2572,3,0,3,0,1,Stop racism at it's source
2573,3,1,2,0,1,look away from the news
2574,3,0,3,0,1,Mar Ayres Thank you! Now
2575,3,2,1,0,0,@Oradixie Galloway i think so.
2576,3,0,3,0,1,I abandoned hope years ago.
2578,3,0,3,0,1,Why didn't Bristol's County Council
2579,3,1,2,0,1,Sheriff Clarke and Mr. Elder
2580,3,0,3,0,1,I honestly had no idea
2581,3,0,3,0,1,Racist  plain and simple .
2582,3,0,2,1,1,Not all heroes wear capes
2583,3,0,0,3,2,they are very well outspoken
2584,3,1,2,0,1,The way I see it
2585,3,0,3,0,1,The left is so hypocritical
2586,3,0,3,0,1,Jesus is coming soon Amen
2587,3,0,3,0,1,Kids meet an instrumental musician
2588,3,0,3,0,1,it's a girl but eh.
2589,3,0,3,0,1,Love the sheriff and Larry
2591,3,1,2,0,1,thank you for this <3
2592,3,0,3,0,1,This guy is a hero
2593,3,0,1,2,2,Looking back at my childhood
2594,3,0,3,0,1,Only logic n truth matters
2595,3,0,3,0,1,Aside from all the stereotypes
2596,3,0,3,0,1,No they don't read books
2597,3,0,3,0,1,black lives matter is racist
2598,6,0,6,0,1,He likes backing a winner!
2600,3,0,3,0,1,Her lips are so disgusting.
2601,3,0,3,0,1,Levi Kim Love the person
2602,3,0,3,0,1,Do black people hate discrimination
2603,3,0,3,0,1,my life certainly doesn't matter
2604,3,2,1,0,0,wow...this nearly made me cry
2605,3,1,2,0,1,@Imogen Brown That was me!!!!
2606,3,0,0,3,2,Oh that makes everything ok
2607,3,0,3,0,1,audrey pard You sound stupid
2608,3,0,1,2,2,God gave us a choice
2609,3,0,3,0,1,She still comes off entitled
2610,3,1,2,0,1,A bunch of bullshit engineers
2611,3,0,3,0,1,There is only ONE race
2612,3,2,1,0,0,Black life meters!?what about another!??
2613,3,1,2,0,1,I hope they listen to
2614,3,0,3,0,1,@***** That must be frustrating
2615,3,0,3,0,1,Mc Fortnut2821 that’s a girl?
2616,3,1,2,0,1,@Canu Gizabit then George  floyd
2617,3,0,3,0,1,All lives matter - Crowd
2618,6,2,4,0,1,Black supremacist children!! How cute!!
2619,3,1,2,0,1,West has been ruined morally
2620,3,1,2,0,1,yes but protestors are retards
2621,3,0,0,3,2,@Gregory Arrington To be honest
2622,3,1,2,0,1,@MrCosmin94  Good luck my friend
2623,3,0,3,0,1,andrea raimey are you stupid?
2624,3,0,3,0,1,I'm not crying. YOU ARE!
2625,3,0,1,2,2,Jimmy Pop oh stuff it.
2626,3,0,3,0,1,People keep saying African Americans
2627,3,0,3,0,1,LMAO!! Shes fcking clueless clearly...
2628,3,0,1,2,2,@Zackary Shepard are you trolling?
2629,3,0,0,3,2,UK is a sheep nation.
2630,3,0,3,0,1,Even the girl that said
2631,3,0,3,0,1,I think that’s a guy
2632,3,0,3,0,1,Because he wasn't just that.
2633,3,0,3,0,1,That is what you said
2634,3,1,2,0,1,Who cares? Actually just stop
2635,3,0,3,0,1,I love her so much!!!!
2636,3,0,3,0,1,Walk and don´t loock back
2637,3,1,2,0,1,HOPE SO. THEY DESERVE IT.
2638,3,1,2,0,1,@Timax but its gonna be
2639,3,0,3,0,1,@ada Figueroa  they suffered nothing
2640,3,0,3,0,1,Madonna is the devil's advocate
2641,3,0,1,2,2,Please view this link. n
2642,3,2,1,0,0,SIS THAT WAS A GIRL????
2643,3,0,3,0,1,British “Boston tea party “
2644,3,2,1,0,0,She'll be 61 this August.
2645,3,0,0,3,2,Chance Mckinney I’m not bi.
2646,3,1,2,0,1,I'm pretty sure she is.
2647,3,0,3,0,1,@Heather Boyd You are right.
2648,3,0,3,0,1,Babies life in Womb matters
2650,3,1,2,0,1,I loved it so much
2651,3,0,3,0,1,@Vanesa What did you type?
2652,3,0,3,0,1,THIS VID IS SO IMPORTANT
2653,3,0,0,3,2,¨god gave us a choice
2654,3,0,3,0,1,@TheLegend27 Is Alive thank you!
2656,3,0,3,0,1,Not just any book girlie
2657,3,0,3,0,1,@zacthecatty35 fools cant be corrected
2658,3,0,0,3,2,Vandalism. This has solved nothing.
2659,3,0,3,0,1,Look at the Brits now
2660,3,0,3,0,1,@stick Lonnie Stevens he wouldn't
2661,3,3,0,0,0,What a great interview.  Madonna
2662,3,0,3,0,1,crystal is a goddess ughhhhhh
2663,3,0,1,2,2,Bunch of brainless bell ends.
2664,3,0,3,0,1,Give sheriff Clark a knighthood
2665,3,0,3,0,1,Political fucking correction. Marxism cultural.
2666,3,0,3,0,1,The interviewer's really good. Calm
2667,3,0,3,0,1,White privilege is a blessing
2668,3,0,3,0,1,my queen looks tired <3
2669,3,0,3,0,1,AfricancoolChic then call it BLMT
2671,3,0,1,2,2,what about Sinti lifes matter
2672,3,0,3,0,1,No one gives a f*ck
2673,3,0,3,0,1,Juan is dumb as hell.
2674,3,0,3,0,1,I did as well honestly
2675,3,0,3,0,1,Tell that to George floyd
2676,3,0,2,1,1,But not in asia tho
2677,3,1,2,0,1,Beautiful Human Being( Earth )
2678,3,0,0,3,2,Liam but still a kid
2679,3,1,0,2,2,the Sheriff is Awesome.....thanks you.
2680,3,0,3,0,1,Any more dumb ass replies?
2681,3,0,3,0,1,Love this channel so much
2683,3,0,3,0,1,@ Both are evil corporations.
2685,3,0,3,0,1,Because black people are racist.
2686,3,0,1,2,2,What does Q stand for
2687,3,2,1,0,0,because BLM is racist people
2688,3,0,0,3,2,@Lacas Mikael riddle me this
2689,3,0,3,0,1,Dan Howley he nailed it!
2690,3,0,0,3,2,@carla vos she's a witch
2691,3,0,2,1,1,A Stranger Here who isn’t?
2692,6,1,5,0,1,And cuffed jeans. closet intensifies
2693,3,1,2,0,1,May the Lord bless you
2694,3,0,3,0,1,that would just be uhh
2695,3,0,3,0,1,Skylabour must of loved it.
2696,3,0,3,0,1,We got another homophobe ug
2697,3,2,1,0,0,This Bernie is totally insane
2698,3,2,1,0,0,Nate Straiter  Im awake!  devil
2699,3,0,3,0,1,They ain't African they Americans
2700,3,1,2,0,1,As a teenager and later
2701,3,1,0,2,2,Its more than a book
2702,3,0,3,0,1,Sandra Bland was mentally ill.
2703,3,1,2,0,1,yooooo i love doctor who
2704,3,1,2,0,1,Let’s all go out stealing
2705,3,0,3,0,1,you are a pathetic loser
2707,3,0,3,0,1,Ok I’ll say their names
2708,3,0,3,0,1,MILLS COLLEGE IS GIRLS CLUB.
2709,3,0,0,3,2,blm this is terrorist organization
2710,3,0,3,0,1,That's not even that bad
2711,3,0,0,3,2,@willholt11 your racism is showing....
2712,3,0,0,3,2,natalia ortega and the shoes
2713,3,0,0,3,2,#NAME?
2714,3,0,3,0,1,Kneel Down - New Normal?
2715,3,0,0,3,2,I know he is racist
2716,3,0,1,2,2,woah i said ridiculous twice
2717,3,0,3,0,1,Do we remove Auschwitz then?
2718,3,0,3,0,1,They are just being polite
2719,3,2,1,0,0,Harry these ppl are uneducated
2720,3,2,0,1,0,But it's not reverse racism
2721,3,1,2,0,1,NO U DONT SUPPORT THEM
2722,3,0,3,0,1,That sheriff should be president
2723,3,0,3,0,1,@Molly Rebekah nYeah youre right
2724,3,1,2,0,1,something is wrong with her
2725,3,0,2,1,1,Finally someone UNDERSTANDS... thank you
2726,3,0,2,1,1,The plinth isn’t big enough.
2727,3,0,3,0,1,More than 18 million people
2728,3,0,3,0,1,try living in the present.
2729,3,0,3,0,1,@TheLegend27 Is Alive  - One
2730,3,0,3,0,1,Sheriff Clarke.... lock you up...
2731,3,3,0,0,0,I don't understand this comment..
2732,3,0,3,0,1,If every life doesnt matter
2733,3,2,1,0,0,She is pure VOMIT ????????
2734,3,1,2,0,1,The dislkies ate the police
2735,3,0,3,0,1,Thanks! I certainly hope so!
2736,3,0,0,3,2,Video starts at about 1
2737,3,0,1,2,2,Let me tell you this
2738,3,0,3,0,1,I find mosques extremely offensive
2739,3,0,3,0,1,So BLM and others Don’t
2740,3,0,3,0,1,i needed this so much
2741,3,0,3,0,1,Now i lit hate god
2742,3,3,0,0,0,Omg TJ is Christian now
2743,3,2,1,0,0,@GTC that's Madonna not Whitney.
2744,3,0,3,0,1,FCK blm bunch of freaks
2745,3,1,2,0,1,Lily Riffle you need help
2746,3,0,3,0,1,@Ras Reality Macky nnWhat is?
2747,3,2,1,0,0,he never once said that???
2749,3,0,0,3,2,Sanders actually combed his hair.
2750,3,0,0,3,2,How so? ( Genuine interest)
2751,3,2,1,0,0,she already went therer. Next
2752,6,0,6,0,1,Whoever dislikes this is sick
2753,3,0,3,0,1,She’s allowed a different opinion
2754,3,0,3,0,1,@Fear Dheas wants the war
2755,3,2,1,0,0,@Jack Parsons come try bud
2756,3,0,3,0,1,grace crxmb Yes it is
2757,3,1,2,0,1,Who ur talking about here?
2758,3,1,2,0,1,I wonder what changed lol?
2759,3,0,3,0,1,why are you closed minded?
2760,3,0,2,1,1,Why is Madonna using dentures?
2761,3,0,3,0,1,I don’t play with Lego’s
2762,3,0,0,3,2,Jesus Christ will tell you
2763,3,0,0,3,2,this just warmed my heart
2764,3,0,3,0,1,Sheriff's are voted in America?
2765,3,1,0,2,2,Body's aching all the time
2766,3,3,0,0,0,All lives matter. Include asian
2767,3,3,0,0,0,Greatest crackdown in world history
2768,3,2,1,0,0,It is disgraceful for her
2769,3,0,3,0,1,Sheriff Clarke was spot on!
2770,3,2,1,0,0,Sasha Dumse God accepts everyone.
2771,3,0,3,0,1,Paranoia is treatable now days
2772,3,2,1,0,0,Difficult to be honest nBen
2773,3,0,3,0,1,This generation’s a good one
2774,3,1,2,0,1,Welcome to the new Iraq.
2775,3,0,0,3,2,@Grip what do u mean?nnEdit
2776,3,0,0,3,2,That would cost a fortune
2777,3,0,3,0,1,What happened to her GRILLz??
2778,3,0,0,3,2,I'd have to watch again
2779,3,0,3,0,1,How about murdering innocent babies
2780,3,0,0,3,2,If they would say BLMT
2782,3,0,1,2,2,#ALLLIVESMATTER. COME AT ME FUCKERS!
2783,3,0,0,3,2,Bunch of crimals resisting arrest.n#BLUELIVESMATTER
2784,3,0,1,2,2,American descendants of involuntary slaves
2785,3,2,0,1,0,Cuffed jeans don't lie honey
2787,3,0,0,3,2,Juan is used to it
2788,9,2,6,1,1,Every action as a counteraction
2789,9,0,9,0,1,@Mouseleaf Da Abro bean Same
2790,3,3,0,0,0,Democrats is trouble  In America.
2791,3,1,2,0,1,This is next month’s shenanigans
2792,3,0,3,0,1,Jimmy Pop oh shut up
2793,3,0,3,0,1,He should not of apologized
2794,3,0,3,0,1,Groovy 1970's Channel nBLACK nLIVESnMATTER
2797,3,0,3,0,1,that would just be uh
2798,3,0,3,0,1,Circular reasoning isn't an argument.
2799,3,1,2,0,1,Man all life matter fool
2800,3,0,3,0,1,Royalty I'm 7 months late
2801,3,0,3,0,1,I should be in SCHOOOOOOOOOL
2802,3,0,3,0,1,Viking Princess surely ur joking
2803,3,1,2,0,1,I love being pro white
2804,3,0,3,0,1,Demons who love creating confusion
2805,3,0,3,0,1,I thought it said conversation-
2806,3,0,3,0,1,This is 4 years old
2807,3,0,3,0,1,@KehOfAllTrades KehOfAllTrades the fookin video
2808,3,0,3,0,1,?@BJGvideos Who said it was?
2809,3,1,2,0,1,@xThisUsernameIsTakenNowx Don't make me laugh!
2810,6,1,5,0,1,These are just Radical Maoists
2811,3,0,3,0,1,Sherriff Clark is da man
2812,3,0,3,0,1,Get out of my country
2813,3,0,3,0,1,homosexual-ality? my new favorite word
2814,3,0,3,0,1,Reestablish Rhodesia and reinstate apartheid
2815,3,1,2,0,1,Stop with the SJW nonsense.
2816,6,0,5,1,1,yeah it's called good surgeons
2817,3,0,3,0,1,Feminists want equality of outcome
2818,3,0,3,0,1,Black lives not only matter
2819,3,0,3,0,1,No liberals think that lmao
2820,3,0,3,0,1,america is such a mess
2821,3,0,0,3,2,love sheriff Clarke....says the truth
2822,3,0,0,3,2,Democrats are anti American tyrants
2823,3,0,3,0,1,Yeah she's definitely hiding something
2824,3,0,3,0,1,it isn't. all lives matter
2825,3,0,1,2,2,who would even dislike this
2826,3,1,2,0,1,God created male and female.
2827,3,3,0,0,0,It's not just going back
2828,3,0,3,0,1,Yes. All the color matters
2829,3,0,0,3,2,This man is su pure
2830,3,0,3,0,1,Thanks for reminding people that.
2831,3,0,3,0,1,As a female Indian engineer
2832,6,0,6,0,1,Crystal is so freaking amazing
2833,6,0,6,0,1,this stopped me being rasict
2834,3,0,3,0,1,SEND THEM TO THE RANCH
2835,3,0,3,0,1,Love her! She looks 30!
2836,6,0,6,0,1,I thought it was wtf!
2837,6,1,5,0,1,@ozzie pants nnnAccording to (1)
2838,3,0,3,0,1,Butt of the Day Ranking
2839,6,0,5,1,1,My choice is to love
2840,3,0,3,0,1,@Borninthe WrongCentury enjoy your indoctrination
2841,3,0,3,0,1,It was almost certainly literal
2842,3,0,3,0,1,All lives matter says God.
2843,9,2,7,0,1,I understand what you mean
2844,3,1,2,0,1,I thought all lives mattered...
2845,6,1,5,0,1,I like how this video
2846,3,0,3,0,1,The New Zealand prime minister
2847,6,0,6,0,1,@Johnathan nostar Um...Jesus did exist
2848,3,2,1,0,0,And the white lives ?
2849,3,0,3,0,1,Kids meet someone with AIDS.
2850,3,0,1,2,2,I won’t make this toxic
2851,3,1,2,0,1,@Sydney Wright Hes a troll
2852,3,0,3,0,1,@Leah Do pigmented lives matter?
2853,4,0,1,3,2,These women ARE in STEM
2854,3,0,2,1,1,THE COMMENTS ABOUT ANNIE SFJGDHFD
2855,3,0,3,0,1,With Larry Elder as VP
2856,6,0,6,0,1,Yes i agreed with you
2857,3,0,3,0,1,Fear Dheas I agree totally
2858,3,0,0,3,2,OMG thats definitely MicroRape aggression...
2859,3,1,2,0,1,Black lives matter to WHOM??
2860,3,0,3,0,1,this woman changed my life
2861,3,0,3,0,1,What about the 2mil Irish
2862,3,0,3,0,1,@***** serious? Yes it is
2863,3,0,3,0,1,if you raise this slogan
2864,3,0,3,0,1,#NAME?
2865,3,0,3,0,1,Republicans are so dysfunctional lol
2866,3,0,3,0,1,Her face is soooo wide!
2867,3,0,0,3,2,No issues dream on bozo
2868,3,0,3,0,1,Fark that slave trader statue.
2869,3,0,1,2,2,I would like to forget
2870,3,1,2,0,1,that's the spirit i love
2871,3,0,2,1,1,You have one right here
2872,4,0,4,0,1,Thank you so much Madonna
2873,3,0,3,0,1,Victoria Shishkina I support you
2874,3,0,3,0,1,send her back to china
2875,3,0,3,0,1,what privileged would that be?
2876,3,0,0,3,2,Have they been to Asia?
2877,3,0,0,3,2,At the next BLM march
2878,3,0,3,0,1,“That would just be...uh....pure mean”
2879,3,0,1,2,2,I won’t take a knee
2880,3,0,3,0,1,Gorge Floyd was a criminal
2881,3,0,3,0,1,Geo L very well said
2882,3,1,2,0,1,When did TJ reach 900
2884,3,0,1,2,2,Go to America by invasion
2885,3,3,0,0,0,let’s tear down the pyramids!
2886,3,3,0,0,0,I'm talking about her lol
2887,3,1,0,2,2,100% this. They know nothing
2888,3,2,1,0,0,We must protect this child
2889,3,1,2,0,1,homosexual- ality lol this girl
2890,3,0,3,0,1,Fainting goats lives defeniatly matter
2891,3,2,1,0,0,@Unavailable lmao funny and scary
2892,3,0,0,3,2,Zafar Hussain  thank u brother
2893,3,0,3,0,1,god bless trump in 2020
2894,3,0,0,3,2,Professor Histoire is this official
2895,3,0,0,3,2,@Mar Ayres he doesn't care
2896,3,0,0,3,2,I think my sister's Bi
2897,3,1,2,0,1,Why should homosexuality be legal???
2898,3,0,3,0,1,I HAD THE SAME THOUGHT
2899,3,2,1,0,0,i came for the dislikes
2900,3,1,2,0,1,this guy breaks my heart
2901,3,2,0,1,0,Thank you and God bless.
2902,3,0,0,3,2,Give back Michael his coat.
2903,3,3,0,0,0,This is epic! Slave trader
2904,3,0,2,1,1,How is that little worm
2906,3,1,2,0,1,Josh Hubbard It’s a girl
2907,4,0,4,0,1,All lives should matter please
2908,3,0,0,3,2,Star of david is blue.
2909,3,0,3,0,1,Madonna rockin' the MJ jacket!
2910,3,0,2,1,1,Why don't all lives matter
2911,3,0,1,2,2,Oh...oh Annie. Take your time.
2912,3,2,1,0,0,Can't watch Juan spout bs.
2913,3,1,2,0,1,They call it a survivor
2914,3,1,2,0,1,awh hes so precious tho
2915,3,0,3,0,1,Shouldn't the video be titled
2916,3,0,3,0,1,That's because your an idiot.
2917,3,1,2,0,1,@Gameplay Central We can't change
2918,3,1,2,0,1,great analysis of Mr Clarke
2919,3,0,3,0,1,Men always take the blame
2920,3,0,0,3,2,Kids meet a tattoo artist
2921,6,0,2,4,2,Every life does not matter
2922,3,2,1,0,0,Idek why its a discussion
2923,3,3,0,0,0,Hats off to that Sherrif
2924,3,0,3,0,1,Mom mother? Is that English?
2925,3,1,2,0,1,With hard work and determination
2926,3,1,2,0,1,That is she's a queen.
2927,6,1,4,1,1,It's a movement AGAINST racism
2928,3,0,3,0,1,ALL lives matter........including the unborn
2929,6,0,6,0,1,At least Muslims are hygienic
2930,3,0,3,0,1,Apparently. Only black lives matter.
2931,3,1,2,0,1,Sheriff you have my respect
2932,3,0,0,3,2,No shade what so ever
2933,3,0,3,0,1,If this movement isn't racist
2934,3,0,3,0,1,Its not black lives matter
2935,3,0,3,0,1,This is awesome. Very inspiring
2936,3,0,0,3,2,I want his Nosferatu T-shirt
2937,3,0,3,0,1,Give black people privilege already
2938,3,2,0,1,0,Good interview and good questions
2939,3,0,0,3,2,Millenials are ruining the world
2940,3,0,0,3,2,She looks younger than 2015/2016
2941,3,0,3,0,1,handsome guy who is he
2942,3,1,0,2,2,meh  that’s a bit harsh
2943,3,1,2,0,1,Plantation politics. That’s spot on.
2944,3,0,3,0,1,You're an idiot.. Romans 2
2945,3,0,3,0,1,Madonna will be murdered. Probably
2946,3,0,3,0,1,engineer in what specific area?
2947,3,0,3,0,1,for exposing children to sodomites
2948,3,1,2,0,1,Feel bad for these kids
2949,3,0,3,0,1,Absolutely agree. BLM is racist.
2950,3,0,3,0,1,India has Hindu Extremist Government
2951,3,0,3,0,1,I'm nearly 56 years old
2952,3,1,2,0,1,@Gameplay Central No thank you.
2953,3,0,3,0,1,OMG WOW so much change
2954,3,0,3,0,1,Sheriff is one brave man
2955,3,0,3,0,1,So fast forward to 2020
2956,3,0,3,0,1,Because the channel is “woke”
2957,3,1,2,0,1,Ummm... read her brother's book
2958,3,0,0,3,2,She's really beautiful inside out.
2959,3,0,3,0,1,Repent the demon of homosexuality
2960,3,0,0,3,2,You're correct on pronouncing Pakistan.
2961,3,0,3,0,1,She is still the best
2962,6,0,6,0,1,Why not treat people right
2963,6,1,5,0,1,Chris Chiang It’s a joke.
2964,3,0,3,0,1,How stupid are people? Lmao
2965,3,0,3,0,1,A family with an example
2966,3,0,3,0,1,Sometimes interviewers are so annoying
2967,3,1,2,0,1,XD thats what i thought
2968,3,0,3,0,1,Rose Bloom but she is
2969,3,0,3,0,1,Very informative for the children
2970,6,0,6,0,1,@Brutal Honesty Enjoy your day.
2972,3,0,3,0,1,@Koala From TomorrowWhat is half-cat?
2973,3,2,1,0,0,@Tom k.williams - Lol quality!
2974,3,0,3,0,1,@ A mix of brainwashing
2975,3,0,3,0,1,@Anonymous Anonymous I am homophobic
2976,3,0,3,0,1,I dont agree with homosexual-ality.
2977,3,0,1,2,2,My boyfriend’s mom is homophobic.
2978,3,0,3,0,1,@John sarab - While true
2979,3,1,0,2,2,I always liked black people.
2980,3,1,2,0,1,Very sharp uniform. No homo
2981,3,1,2,0,1,@HermesLVDiva1976 you're dumbed down 100%
2982,3,0,3,0,1,That sherriff is smart !!
2983,3,2,1,0,0,Floyd was a career criminal
2984,3,0,3,0,1,CliNTONS not welcome in England
2985,3,0,3,0,1,This girl is so pure
2986,3,1,2,0,1,Because some moron is racist
2987,3,0,3,0,1,Much respect to sheriff Clark.
2988,3,1,2,0,1,They are some smart kids
2989,3,0,3,0,1,SoldierT hey that’s to munch
2990,3,0,3,0,1,ALL THE DEMOCRATS ARE PHONY
2991,3,0,2,1,1,There are angels on earth
2992,6,0,6,0,1,all in a days work
2993,3,1,2,0,1,You're being prejudiced you idiot.
2994,3,1,2,0,1,@FamilyFirst Well Democrats supported Obama
2995,3,1,2,0,1,saying WLM would be racist
2996,3,0,3,0,1,#NAME?
2997,3,0,0,3,2,BLM - Burn Loot March
2998,3,0,1,2,2,I’m pretty sure she’s lesbian
2999,3,1,2,0,1,God says her life matters
3000,3,0,3,0,1,correct me if i'm mistaken
3001,3,0,3,0,1,wildmaximilian I just saw that
3002,3,0,3,0,1,yes they are heartless racist
3003,3,0,3,0,1,I like this softer madonna
3004,3,0,3,0,1,Because that fits the agenda
3005,3,0,3,0,1,Mandonna is my favorite artist!
3006,3,0,2,1,1,Juan Williams is an idiot.
3007,3,0,3,0,1,“I don’t agree with like
3008,3,0,3,0,1,The gays are so wonderful.
3009,3,1,2,0,1,You sound like a hateful
3010,3,0,3,0,1,When did America have dictators?
3011,3,0,3,0,1,We need justice for hern
3012,3,0,2,1,1,@PowerP Marill where I live
3013,3,1,2,0,1,Have a whole lotta hope
3014,3,0,2,1,1,Madonna is the devil's advocate
3015,3,1,2,0,1,@Dog Bone who was ?
3016,3,1,0,2,2,What about no lives matter
3018,3,3,0,0,0,@Drew almost missed that gem
3019,6,1,5,0,1,thank you Dabi very cool
3020,3,0,3,0,1,People couldn’t take it anymore
3021,3,0,3,0,1,It's illegal in most places
3022,4,0,4,0,1,They already taken it our
3023,3,0,3,0,1,@Jack Parsons praise the name
3024,3,1,0,2,2,Start with Dan Brown please.
3025,3,0,3,0,1,Kids meet an Xbox player
3026,3,0,3,0,1,@Eric All the way around.
3027,3,0,3,0,1,This video is complete bullshit
3028,3,1,2,0,1,Slave trade lovers butthurt incoming
3029,3,0,0,3,2,Cant even lift the statue
3030,3,2,1,0,0,100 years later . nScientists
3031,3,0,3,0,1,Because the lives of paedophiles
3032,3,0,3,0,1,No lives matter to Democrats
3033,3,0,2,1,1,slimey politicians looking for votes
3034,3,2,1,0,0,I’m 20 and I respect
3035,3,0,3,0,1,Tyrone Marcus pff- okay sure
3036,3,0,3,0,1,Welcome home to the motherland.
3037,6,0,0,6,2,That doesn’t mean she’s closeted
3038,3,0,0,3,2,Good. Tear them all down.
3039,3,0,3,0,1,@Bob Backwards Sure about that
3040,3,2,1,0,0,@Grant DeAngelis the original context
3041,3,2,1,0,0,Lol we'd probably be killed
3042,3,0,3,0,1,Isn’t conversation therapy illegal ?
3043,7,3,4,0,1,It's that internalized homophobia pals
3044,3,0,0,3,2,Juan is a political panderer.
3045,3,0,1,2,2,Who said black matter more???
3046,3,0,3,0,1,SHERIFF'S a stand up man
3047,3,0,3,0,1,the fans on and ready
3048,3,2,1,0,0,Booing at white lifes matter
3049,3,0,3,0,1,I'm gonna be straight up
3050,3,0,3,0,1,@James Johnson In your logic
3051,6,2,4,0,1,So where does Corinthians 2
3052,3,0,3,0,1,Why would people dislike this?
3053,3,0,2,1,1,@123evilol ww3? Britian v china?
3054,3,0,1,2,2,But about the Latino? Hmm?
3055,3,0,3,0,1,Pure mean indeed little one
3056,3,0,3,0,1,That's a rare mother-son scenario
3057,3,2,1,0,0,Why was it even built
3058,3,0,0,3,2,@Meher Panchal No they dont
3059,3,0,3,0,1,@Trent I'm 14 and Christian
3061,3,1,2,0,1,What would jesus say ?
3062,3,0,0,3,2,Do you have any source?
3063,3,0,3,0,1,Charles Charlemagne love this comment
3064,3,0,0,3,2,The prophet Mohamed owned slaves.
3066,3,0,2,1,1,#StarGate I'd totally use that.
3067,3,0,1,2,2,She seems very down right?
3068,3,1,2,0,1,That is a poor analogy
3070,3,0,3,0,1,HitlerWasALefty Y  how’s things ???
3071,3,0,3,0,1,They knew it was right
3072,3,0,3,0,1,You made a toy.  Congratulations.
3073,3,0,3,0,1,With the Donald Trump Tweet
3074,3,0,3,0,1,stargirl lol it’s the truth
3075,3,0,3,0,1,Lord Baelish?? Is that you?
3076,3,0,3,0,1,Gergoe floyd say his name
3077,3,2,1,0,0,The old fashion values lost.
3078,3,2,1,0,0,Wow! What an amazing video
3079,3,0,3,0,1,Totally agree! All Lives matter!
3080,3,1,2,0,1,Where did sheriff Clark go
3081,3,3,0,0,0,@Jessica Walker I actually agree
3082,3,2,1,0,0,@bluefavorites ***read my updated response
3083,3,0,3,0,1,Fox News is pure Garbage!
3084,3,0,3,0,1,@Michael Paysour The question is
3085,3,0,3,0,1,Theodore Haskins all lives matter
3087,3,0,0,3,2,She has old lady voice
3088,3,2,1,0,0,We are not divided nn
3089,3,1,2,0,1,guess they missed elementary school
3090,3,2,1,0,0,This shit is so cringe
3091,3,0,3,0,1,Who came here from PINKLEAF.
3092,6,0,6,0,1,@Not Sure Oh no worries
3093,3,0,3,0,1,Cuffed jeans are fashion statement
3094,3,2,1,0,0,@Hippo Bottom Jeans really?! Where!!
3095,3,1,0,2,2,@Benjamin Smith Your absolutly right
3096,3,1,2,0,1,Africa is a huge territory
3097,3,0,3,0,1,Great chance to blame black
3098,3,0,3,0,1,@Gaz B lolol how so
3099,3,0,3,0,1,Democrats didn't create the movement
3100,3,0,0,3,2,inserts Bearing's Oh snap clip
3101,3,0,3,0,1,@Molly Cone nac i sey
3102,3,0,3,0,1,One of my favorite talk
3103,3,1,2,0,1,literally my first thought LMAO
3104,3,1,2,0,1,omg I forgot that existed
3105,3,0,3,0,1,@Hudson Birt I didn't dumbass.
3106,3,0,3,0,1,YES ITS CALLED SUICIDE DIPSHIT
3107,3,1,2,0,1,@Joyce Meadows its about money
3109,3,0,0,3,2,If only all cops looked
3110,3,0,3,0,1,the wisdom of juan williams
3111,3,0,3,0,1,this woman changed my life
3112,3,0,3,0,1,And Corona Virus said black/white/Asian/Mexican
3113,3,0,3,0,1,@bush bunyipnShhhh Not so loud
3114,3,0,1,2,2,ALL LIVES MATTER a$$ hole
3115,3,1,2,0,1,homosexual-ality is what she said.
3116,3,0,3,0,1,Yih Dzelonh talking about race
3117,3,1,2,0,1,doctor who beat his Wie
3118,3,0,0,3,2,George Floyd was a criminal
3119,3,0,3,0,1,I'm Catholic but I support
3120,3,0,3,0,1,what a load of bollocks
3121,3,2,0,1,0,@jamietherooster said with pure ignorance
3122,3,0,2,1,1,Of course Black lives matter
3123,3,0,3,0,1,Man that sherif gets it.
3124,3,0,1,2,2,No money make you better
3125,3,2,1,0,0,Wow I just realized this....
3126,3,2,1,0,0,?@Hayden Bovender Following your logic
3127,3,0,1,2,2,I am a female engineernhttp
3128,3,0,3,0,1,@Gloom Never heard of it
3129,3,0,3,0,1,pat pat sure he is
3130,3,1,0,2,2,How dare u said this...
3131,3,2,1,0,0,i think at that time
3132,3,0,3,0,1,Today is my mom's birthday
3133,3,0,3,0,1,my life too  the Queen
3134,3,0,3,0,1,Secret immortal on the loose
3135,3,0,3,0,1,I never forget that year
3136,4,0,4,0,1,The Black Sheriff IS AWESOME!!
3137,3,0,3,0,1,@Hudson Birt except its nit
3138,3,0,3,0,1,Omg this is so sad
3139,3,0,3,0,1,@SCTiger No it's common sense
3141,3,0,3,0,1,So The Seemingly Gayest Kid
3142,3,1,2,0,1,I will always love her
3143,3,0,3,0,1,@TOJO J Happens to me
3144,6,0,6,0,1,These kids are so precious
3145,3,0,3,0,1,Killing people is a sin
3146,3,0,2,1,1,Wait that’s a girl oop-
3147,6,0,6,0,1,this is all against trump
3148,3,0,3,0,1,I was wondering the same
3149,6,0,6,0,1,No it's being an uncouth
3150,3,1,2,0,1,He served his time though
3151,3,2,1,0,0,@Lauren Ray they are right
